id,name,class,age
4515,Teresa Davis,low-cost,43
4516,Ashley Lee,business,32
4517,Erik Mckinney,economy,32
4518,Stephanie Charles,business,28
4519,Mr. Andrew Harmon,premium,37
4520,Emily Lewis,low-cost,45
4521,Lori Schneider,premium,29
4522,Sue Murillo,premium,19
4523,Timothy Mata,business,15
4524,Regina Walter,premium,33
4525,Amy Lindsey,economy,25
4526,Christopher Hernandez,business,34
4527,Kayla Kane,economy,46
4528,Mary Adams,business,53
4529,Anthony Smith,business,34
4530,Catherine Pham,premium,36
4531,Tristan Parrish,economy,9
4532,Colin Martinez,business,48
4533,Joseph Li,low-cost,43
4534,Courtney Weaver,business,54
4535,Christopher Castro,business,27
4536,Karen Anderson,low-cost,42
4537,Madeline Nash,premium,50
4538,John Robinson,economy,32
4539,Rachel Roberts,economy,49
4540,Kimberly Fischer,low-cost,33
4541,James Curry,business,30
4542,Alexandria Castro,low-cost,34
4543,James Richardson,low-cost,33
4544,Christina Johnson,economy,38
4545,David Freeman,economy,30
4546,William Barker,business,39
4547,Marcus Martin,premium,26
4548,Helen Raymond,premium,5
4549,Marcus Perry,low-cost,18
4550,Cory Abbott,business,21
4551,Joshua Collins,low-cost,49
4552,Ms. Christina Owens,economy,23
4553,John Rowe,economy,31
4554,Chelsea Oconnell,low-cost,21
4555,Hannah Powers,economy,33
4556,Robert Cabrera,business,22
4557,Matthew Smith Jr.,low-cost,27
4558,Greg Hogan,business,33
4559,Terri Taylor,business,33
4560,Douglas Johnson,low-cost,22
4561,Linda Williams,premium,36
4562,Michael Pena,low-cost,11
4563,Kristen Sanchez,economy,30
4564,Hannah Miller,economy,18
4565,Jacqueline Bush,economy,56
4566,Nicole Barnett,economy,39
4567,Brittany Pena,low-cost,34
4568,Donald Johnson,low-cost,29
4569,Dustin Roberts,business,22
4570,Kenneth Smith,low-cost,12
4571,Brian Warren,business,44
4572,Dr. Martha Price,economy,43
4573,Justin Turner,premium,29
4574,Kylie Larson,low-cost,41
4575,Christina Yu,low-cost,36
4576,Janet Mejia,low-cost,45
4577,Julie Taylor,economy,32
4578,Janice Brown,business,20
4579,Shawn Murray,business,41
4580,Clinton Green,economy,33
4581,Patricia Benjamin,business,51
4582,Mark Gomez,low-cost,66
4583,Juan Bennett,economy,18
4584,Seth Cook,economy,25
4585,Kimberly Bailey,business,37
4586,Lindsay Solomon,low-cost,5
4587,Michael Jones,low-cost,32
4588,Nicholas Norman,economy,52
4589,Mary Jenkins MD,low-cost,20
4590,Craig Cruz,premium,20
4591,Lindsey Wall,premium,23
4592,Jamie Wilson,business,53
4593,Katie Vargas,premium,1
4594,Joshua Copeland,premium,26
4595,Barbara Williams,economy,25
4596,Adam Norman,low-cost,24
4597,Tammy Sanchez,low-cost,28
4598,Nathan Harrison DVM,business,14
4599,Catherine Duncan,business,46
4600,Stephen Boone,business,29
4601,Keith Coleman,low-cost,46
4602,Jason Proctor,low-cost,48
4603,Cindy Perkins,economy,31
4604,Christina Mcfarland,business,43
4605,Caroline Hamilton,premium,30
4606,Calvin Gutierrez,economy,29
4607,Melissa Perez,economy,34
4608,Louis Hurley,economy,39
4609,Joshua Young,low-cost,51
4610,Rachel Brown,business,37
4611,Crystal Dickerson,economy,36
4612,Richard Mcclure,business,38
4613,Megan Sanchez,low-cost,13
4614,Ashley Bradshaw,low-cost,23
4615,Mr. Zachary Atkins,business,38
4616,Jill Hill,economy,19
4617,Rebecca Harris,low-cost,35
4618,Julie Roberson,low-cost,42
4619,Brandon Ortiz,economy,49
4620,Keith Hale,economy,15
4621,Amanda Gonzales,business,30
4622,Michelle Fleming,economy,45
4623,Christopher Stanley,low-cost,45
4624,Daniel Knox,business,26
4625,Brenda Sloan,economy,56
4626,Nicole Campbell,business,17
4627,Julie Armstrong,low-cost,46
4628,Kevin Wood,economy,39
4629,Sarah Reynolds,low-cost,45
4630,Mrs. Heidi Martinez,economy,15
4631,Bradley Roberson,low-cost,31
4632,Michael Obrien,economy,55
4633,Matthew Benson,business,45
4634,Patricia Morris,economy,22
4635,Frank Wilson,economy,35
4636,Elizabeth Rodriguez,economy,53
4637,Isabel Hancock,business,17
4638,Kimberly Harris,economy,48
4639,Jennifer Smith,economy,3
4640,Heather Weber,economy,53
4641,Carrie Johnson,low-cost,21
4642,Amanda Fitzgerald,economy,44
4643,Jacqueline Jones,economy,54
4644,Vincent Bailey,business,33
4645,Ashley Nielsen,low-cost,28
4646,Tanya White,low-cost,44
4647,Terry Harrison,low-cost,37
4648,Kelsey Castillo,premium,32
4649,Krista Maxwell,low-cost,43
4650,Paul Ford,low-cost,43
4651,Dr. Michael Hernandez,premium,26
4652,Larry Terry,low-cost,42
4653,Frederick Johnson,business,26
4654,John Wood,business,17
4655,Juan Mcgee,low-cost,33
4656,Amber Hamilton,economy,50
4657,Justin Wright,low-cost,31
4658,Kathryn Rose,low-cost,32
4659,David Phillips,business,38
4660,Justin Jenkins,low-cost,28
4661,Audrey Jenkins,economy,34
4662,Jason Williams,business,54
4663,Thomas King,business,70
4664,Katrina Murray,economy,27
4665,Jennifer Young,business,31
4666,Barbara Harris,low-cost,26
4667,Sheena Moreno,low-cost,29
4668,Luis Johnson,low-cost,38
4669,Jonathan Flores,low-cost,45
4670,Eric Foster,business,40
4671,Robert Smith,low-cost,34
4672,Madison Dixon,economy,47
4673,Robert Hughes,premium,26
4674,Robert Jenkins,economy,40
4675,Joanna Murphy,business,38
4676,Daniel Irwin,business,45
4677,Scott Morris,low-cost,29
4678,Emma Roberts,low-cost,14
4679,Mercedes Garcia,economy,29
4680,Amanda Mitchell,business,26
4681,Monica Smith,low-cost,14
4682,Christopher Gonzales,premium,28
4683,Joseph Sanchez,low-cost,28
4684,Virginia Thomas,business,32
4685,Cindy Jones,low-cost,29
4686,Oscar Wilson,low-cost,23
4687,Glenda Sullivan,economy,29
4688,Benjamin Ruiz,business,30
4689,Amy Robinson,economy,43
4690,William Price,economy,31
4691,Lisa Johnson,low-cost,24
4692,Jose Clark,low-cost,28
4693,Victoria Sanders,low-cost,27
4694,Carla Velazquez,low-cost,36
4695,Kari Hill,economy,53
4696,Ian Coffey,economy,23
4697,Samantha Perry,low-cost,48
4698,Eric Williams,economy,41
4699,William Gill,premium,54
4700,Christopher Scott,low-cost,33
4701,Ashley Rios,economy,15
4702,Nicole Hamilton,business,35
4703,Anna Jenkins,business,25
4704,Randy Olson,economy,67
4705,Tracey King,low-cost,25
4706,Heather Clark,premium,58
4707,Meghan Richard,business,18
4708,David Moreno,economy,47
4709,Daniel Hughes,low-cost,29
4710,Jessica Marquez,business,34
4711,Autumn Hudson,economy,31
4712,Mason Lopez,business,27
4713,Joseph Ward,low-cost,26
4714,Tyler Meyer,economy,31
4715,Leslie Medina,economy,43
4716,Michelle Hayes,low-cost,24
4717,Christine Guzman,economy,1
4718,Veronica Perez,premium,15
4719,Mrs. Amanda Casey,low-cost,28
4720,Jake Richards,economy,23
4721,Veronica Porter,low-cost,15
4722,Kimberly Moss,low-cost,38
4723,Charles Hall,economy,52
4724,Shawna Boyd,business,25
4725,Stanley Christensen,business,28
4726,Madison Nguyen,business,31
4727,Barbara Lee,low-cost,43
4728,Dylan Jimenez,low-cost,40
4729,Harold Woods,low-cost,43
4730,Carolyn Johnson,low-cost,30
4731,Leslie James,economy,27
4732,Mario Ellis,economy,21
4733,Patrick Wong,low-cost,38
4734,David Cantrell,economy,49
4735,Sherry Singleton,low-cost,23
4736,Robert Dalton,business,34
4737,Sean Williams,premium,33
4738,Becky Ho,business,43
4739,Brandon Robles,low-cost,17
4740,Laura Brown,business,40
4741,Monica Butler DDS,economy,39
4742,Cameron Morris,business,26
4743,Elizabeth Johnson,low-cost,34
4744,Todd Keith,economy,2
4745,Austin Osborne,low-cost,55
4746,Antonio Lara,premium,2
4747,Kimberly Fischer,low-cost,27
4748,Michael Sanchez DVM,low-cost,25
4749,Robert Orozco,economy,7
4750,Ashley Moran,economy,52
4751,Dan Johnston,low-cost,16
4752,Joseph Flores,economy,27
4753,Ryan Hines,low-cost,31
4754,Brandon Sharp,low-cost,29
4755,Mckenzie Barnes,low-cost,26
4756,Steven Curtis,business,43
4757,Donna Arroyo,premium,13
4758,Lisa Murphy,low-cost,51
4759,Aaron Davis,low-cost,50
4760,Julie Lee,premium,23
4761,Miguel Torres,business,38
4762,Jessica Lam,economy,25
4763,Lisa Casey,economy,63
4764,Jessica Tran,low-cost,53
4765,Ashley Haas,premium,42
4766,Joshua Miller,economy,40
4767,Matthew Zhang,premium,18
4768,James Smith,economy,19
4769,Christopher Allen,economy,32
4770,Mike Fry,economy,38
4771,Mark Holt,economy,35
4772,Emily Martin,low-cost,27
4773,Beth Garcia,low-cost,8
4774,Christopher Hart,business,11
4775,Matthew Holden,economy,14
4776,Susan Robinson,economy,52
4777,Anna Ward,economy,25
4778,David Merritt,premium,41
4779,Katie Smith,low-cost,23
4780,Patrick Patel,low-cost,44
4781,Donald Vasquez,economy,21
4782,Gregory Sullivan,economy,34
4783,Rhonda Snow,low-cost,25
4784,Jessica Price,business,34
4785,Brittney Hess,premium,19
4786,Kim Fitzgerald,low-cost,30
4787,Jennifer Medina,economy,29
4788,Leslie Webster,economy,40
4789,James Chen,business,22
4790,Christopher Barrera,economy,37
4791,Michael Morris,low-cost,16
4792,Adrian Rosario,economy,36
4793,Nicole Thornton,business,26
4794,Alexandria Mosley,economy,53
4795,Tracy Horton,low-cost,22
4796,Traci Carroll,business,13
4797,David Mckinney,low-cost,22
4798,Tyler Pearson,economy,26
4799,Drew Brown,economy,27
4800,Jeff Torres,business,32
4801,Rebekah Baker,low-cost,30
4802,Kari Davis,economy,14
4803,Michael Rich PhD,low-cost,19
4804,Ethan Peters,low-cost,46
4805,Jacqueline Taylor,business,44
4806,Sean Shaw,economy,37
4807,Sherry Estrada,low-cost,49
4808,Lisa Jacobs,business,22
4809,Kevin Simpson,business,30
4810,Tonya Osborn,low-cost,59
4811,Paul Gardner,economy,35
4812,Patricia Brewer,low-cost,24
4813,Robert Smith,low-cost,39
4814,Shari Reynolds,business,31
4815,Jason Davis,low-cost,5
4816,Brittany White,low-cost,32
4817,Jose Collins,business,48
4818,Aaron Allen,economy,15
4819,Jasmine Andrews,low-cost,11
4820,Abigail Combs,premium,30
4821,Michael Gordon,premium,47
4822,Jimmy Lee,economy,57
4823,Michael Miller,economy,37
4824,Steven Mills,business,45
4825,Debbie Hutchinson,business,32
4826,Allison Jones,business,55
4827,Edward Collins,premium,32
4828,Todd Lee,business,41
4829,John Lester,economy,41
4830,Victoria Roth,low-cost,51
4831,Kristin Schneider,economy,26
4832,Deborah Gregory,premium,10
4833,Penny Hernandez,business,17
4834,Richard Evans,business,20
4836,Deborah Gutierrez,economy,23
4837,Christy Wilson,low-cost,38
4838,David Braun,business,32
4839,Jesse Beard,low-cost,44
4840,Judy Rosales,economy,13
4841,Heather Stewart,low-cost,21
4842,Austin Gallegos,low-cost,34
4843,Susan Miller,economy,26
4844,Cheryl Johnson,business,28
4845,Willie James,economy,23
4846,Jose Castillo,premium,8
4847,Jesse Jones,economy,23
4848,Brandon Mccoy DDS,low-cost,33
4849,Michael Vang,economy,14
4850,Kenneth Weaver,premium,30
4851,Dorothy Webb,premium,24
4852,Olivia Romero,economy,53
4853,Rhonda Floyd,low-cost,27
4854,Angela Shaw,low-cost,37
4855,Clarence Miller,low-cost,14
4856,Theresa Adams,economy,40
4857,Mr. Joshua Knight DVM,premium,34
4858,Lindsay Cobb,low-cost,28
4859,Bryan Orozco,low-cost,21
4860,Kelsey Contreras,low-cost,43
4861,Luke Hess,low-cost,35
4862,Thomas Reyes,premium,5
4863,Jeremy Hensley,business,27
4864,Tina Ortega,premium,3
4865,Sara King,economy,42
4866,Paul Brown,low-cost,33
4867,Patrick Chang,low-cost,30
4868,Jon Bennett DVM,economy,29
4869,Shelby Hughes,economy,28
4870,Linda Martinez,low-cost,28
4871,Elizabeth Burnett,business,53
4872,Dr. Morgan Sanchez MD,low-cost,38
4873,Mario Garner,premium,22
4874,Joshua Smith,low-cost,18
4875,William Harrison,premium,41
4876,Jennifer Smith,premium,30
4877,Sarah Solomon,low-cost,27
4878,Garrett Holder,low-cost,2
4879,Jennifer Nguyen,premium,33
4880,Jessica Hawkins,economy,30
4881,Douglas Valencia,economy,21
4882,Kristin Moore DVM,low-cost,29
4883,Timothy Matthews,economy,36
4884,Karen Harper,low-cost,35
4885,Michael Maddox,economy,26
4886,Tyler Walker,low-cost,38
4887,Greg Perez,business,47
4888,Caitlin Ritter,low-cost,32
4889,Caitlin Adams,economy,33
4890,David Jackson,low-cost,45
4891,Stephen Gardner II,economy,30
4892,Ashley Miller,low-cost,11
4893,Wayne Martin,low-cost,34
4894,Emily Kelly,business,32
4895,Stephanie Kane,economy,31
4896,Derrick Perry,economy,23
4897,Ashley Allen,low-cost,18
4898,Martin Dawson,economy,30
4899,Lauren Dennis,economy,7
4900,Andrew Garcia,low-cost,36
4901,Margaret Serrano,low-cost,17
4902,Ann Bennett,economy,30
4903,Michael Wolf,economy,55
4904,Teresa Butler,low-cost,27
4905,Rodney Thompson,economy,32
4906,Brenda Carrillo,business,20
4907,Heather Stephens,premium,32
4908,Diane Lambert,economy,34
4909,Randy Clark,low-cost,28
4910,Mackenzie Young,low-cost,22
4911,Glen Sutton,low-cost,31
4912,Troy Flores,low-cost,37
4913,Brenda Mcdonald,business,37
4914,Danielle Richards,business,32
4915,Mackenzie Vargas,premium,19
4916,Allison James,premium,22
4917,Kristin Reeves,business,34
4918,Brian Finley,economy,52
4919,Mario Williams,low-cost,29
4920,Daniel Moore,business,17
4921,Tanya Ramirez,low-cost,30
4922,Jennifer Briggs,economy,36
4923,Gabriel Stout,low-cost,32
4924,Martin Davis,economy,31
4925,Sabrina Miller,economy,41
4926,Tracey Lam,low-cost,49
4927,Terry Martin,business,25
4928,Ronald Hutchinson,economy,29
4929,Matthew Flores,premium,37
4930,Wendy Hughes,economy,45
4931,Nancy Trevino,economy,37
4932,Tyler Hubbard,low-cost,45
4933,Tyler Gonzales,business,18
4934,Linda Hicks,premium,36
4935,Laura Hughes,business,38
4936,Jordan Castillo,business,34
4937,Ashley Hill,low-cost,49
4938,Miss Chelsea Johnson,economy,45
4939,Ralph Garcia,premium,27
4940,Dennis Friedman,economy,42
4941,Robin Vaughn,low-cost,52
4942,Timothy Martinez,low-cost,44
4943,Deborah Gregory,low-cost,36
4944,Maria Hunter,economy,29
4945,Denise Smith,economy,38
4946,Joy Fry,economy,19
4947,Toni Adams,low-cost,40
4948,Isabella Velez,low-cost,37
4949,Brian Webster,economy,39
4950,Erica Higgins,economy,28
4951,Gabriela West,low-cost,45
4952,Jasmine Wilson,economy,30
4953,Evelyn Miller,economy,29
4954,Justin Ford,low-cost,19
4955,Elizabeth Walsh,premium,40
4956,Melissa Peters,premium,35
4957,Marissa Gonzales,low-cost,18
4958,Erik Johnson,economy,41
4959,John Perkins,economy,26
4960,Valerie Bennett,business,44
4961,Gabrielle Rose,low-cost,53
4962,Sara Torres,business,19
4963,Bailey Mcmillan,business,17
4964,Erin Washington,economy,24
4965,Mark Torres,premium,57
4966,Deborah Key,low-cost,27
4967,Karen Gutierrez,economy,68
4968,Jorge Mcgee,low-cost,32
4969,Christopher King,business,29
4970,John Esparza,economy,47
4971,Scott Davis,business,34
4972,Cesar Bishop,economy,22
4973,Brent Morales,business,24
4974,Troy White,low-cost,6
4975,Joshua Vargas MD,business,28
4976,Steven Santiago,low-cost,40
4977,Bobby Vaughn,economy,37
4978,Colin White,economy,29
4979,David Larson,low-cost,53
4980,Sharon Williams,business,41
4981,Marcus Davies,low-cost,27
4982,Jason Reynolds,economy,49
4983,Kyle Arroyo,low-cost,22
4984,Elizabeth Moreno,low-cost,22
4985,James Cooper,economy,27
4986,Isaac Long,low-cost,31
4987,Brenda Cooper,economy,35
4988,Rachel Bailey,economy,36
4989,Sarah Clark,low-cost,27
4990,Bridget Willis,business,15
4991,Tammy Li,business,37
4992,James White,economy,23
4993,Andrew Silva,low-cost,22
4994,Erica Lara,low-cost,17
4995,Paul Rivera,low-cost,33
4996,Cassandra Flores,premium,49
4997,Jamie Weaver,business,23
4998,Daniel Todd MD,business,28
4999,Katherine Marks,business,17
5000,Alexandra Romero,business,18
5001,Kevin Lopez,economy,46
5002,Carol Smith,economy,23
5003,Kathleen Stephens,economy,22
5004,William Russell,economy,34
5005,Ethan Gardner,business,16
5006,Vanessa Miles,premium,38
5007,Eric Ramos,low-cost,31
5008,Diana Coleman,low-cost,31
5009,Dylan Miller,low-cost,23
5010,Mary Moss,low-cost,30
5011,Sarah Brown,economy,25
5012,Nicholas Barnes,low-cost,23
5013,Kenneth Jacobs,low-cost,16
5014,Carolyn Jones,economy,33
5015,Elizabeth Vincent,economy,35
5016,Samantha Williams,low-cost,24
5017,Kimberly Hurst,low-cost,30
5018,Mary Martin,low-cost,33
5019,Adam Blankenship,business,35
5020,Brandi Clark,low-cost,38
5021,Brittany Martin,economy,36
5022,Kathryn Mccullough,economy,40
5023,Douglas Edwards,low-cost,40
5024,Andrew Cook,economy,46
5025,Margaret Foster,business,19
5026,Philip Mcpherson,business,37
5027,Joseph Lee,low-cost,33
5028,Dr. Abigail Ball,low-cost,38
5029,Robert Woods,business,38
5030,Candace Bartlett,low-cost,32
5031,Frederick Ramirez MD,economy,15
5032,Rebecca Newman,economy,31
5033,Michael Sanchez,premium,24
5034,Steve Thompson,economy,30
5035,Allen Jones,low-cost,33
5036,Hannah Dorsey,economy,36
5037,Natalie Hunter,business,42
5038,Marissa Perez,economy,18
5039,Corey Sandoval,business,61
5040,Kyle Fischer,business,25
5041,Aaron Wagner,economy,31
5042,Anthony Stevens,business,47
5043,Blake Miller,business,31
5044,Matthew Olson,low-cost,44
5045,John Fritz,economy,37
5046,Patricia Johnson,low-cost,11
5047,Ann Adams,economy,30
5048,Aimee Ortiz,economy,49
5049,Malik Castillo,business,3
5050,Brian Brock,low-cost,25
5051,John Ford,economy,25
5052,Matthew Mejia,economy,38
5053,Thomas Bruce,business,27
5054,Janice Sanders,low-cost,38
5055,Terry Conley PhD,premium,25
5056,Andrew Weeks,economy,32
5057,James Allen,low-cost,19
5058,Julie Brown,low-cost,28
5059,Philip Patterson,economy,49
5060,Kim Gibson,economy,28
5061,Alexandria Bowman,business,28
5062,Charles Calderon,business,15
5063,Jeffery Allen,low-cost,58
5064,Lawrence Johns,economy,40
5065,Thomas Atkinson,economy,29
5066,Melissa Ryan,business,49
5067,Dennis Carlson,economy,32
5068,Linda Golden,low-cost,46
5069,Kristy Green,business,34
5070,Melanie Brown,premium,27
5071,Mary Evans,low-cost,25
5072,Terri Cox,economy,9
5073,Jeffrey Williams,economy,26
5074,Sarah Boyd,economy,28
5075,Taylor Bishop,economy,30
5076,James Thomas,economy,54
5077,Beth Walker,economy,10
5078,Brittany Smith,low-cost,43
5079,Brandon Davis,low-cost,26
5080,Samuel Hughes,premium,43
5081,Amanda Smith,low-cost,12
5082,Annette Vargas,low-cost,51
5083,Brittany Dawson,premium,27
5084,Erin Cruz,business,29
5085,Christine Harris,business,49
5086,Kevin Smith,low-cost,17
5087,Jessica Dorsey,economy,35
5088,Elizabeth Love,low-cost,21
5089,Melissa Ewing,low-cost,40
5090,Daniel Robinson,economy,8
5091,Desiree Roberts,premium,30
5092,John Gay,economy,31
5093,Erin Austin,low-cost,3
5094,Kelly Henderson,business,7
5095,Andrea Barton,low-cost,19
5096,Sean Galloway,low-cost,46
5097,George Mccoy,economy,48
5098,Dr. Rachel Moran DVM,economy,35
5099,Tiffany Pollard,economy,62
5100,Elizabeth Martin,business,48
5101,Shane Smith,low-cost,35
5102,Haley Martin,premium,34
5103,Benjamin Jones,business,22
5104,Jennifer Delacruz,premium,19
5105,Karen Carter,economy,64
5106,John Hayes,premium,42
5107,Michele Cobb,low-cost,15
5108,Lori Mathews,economy,30
5109,Maria Ross,business,26
5110,Emily Owens,premium,31
5111,James Edwards,low-cost,46
5112,Justin Hill,low-cost,31
5113,Pamela Johnson,low-cost,52
5114,Richard Clark,low-cost,31
5115,Rebecca Ramirez,low-cost,39
5116,Sally Vincent,business,19
5117,Julie Hendricks,economy,41
5118,Melissa Caldwell,business,37
5119,Brandon Duarte,business,15
5120,Karen Smith,business,8
5121,Amy Pace,economy,52
5122,Kristin Berry,business,42
5123,Jessica Spencer,premium,37
5124,Douglas Davidson,business,46
5125,Jack Crawford,low-cost,39
5126,Becky Brown,business,17
5127,Ian Garcia,low-cost,21
5128,Phillip Martinez,economy,15
5129,Yolanda Ford,economy,20
5130,Caroline Mack,premium,28
5131,Carla Ferrell,premium,19
5132,Barbara Barton,low-cost,36
5133,Megan Wagner,low-cost,32
5134,Richard Mcclain,low-cost,46
5135,Betty Hamilton,low-cost,31
5136,Mary Jensen,business,32
5137,Juan Munoz,low-cost,43
5138,Jessica Gallagher,business,47
5139,Randy Gonzales,business,31
5140,Philip Rodriguez,premium,39
5141,Joseph Summers,low-cost,36
